Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Spinacia oleracea,Atomaria (Atomaria) linearis,"Jones, F.G.W. & Jones, M.G. (1974 ) Pests of Field Crops  ",1
Spinacia oleracea,Phlogophora meticulosa,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Spinacia oleracea,Piesma maculatum,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys arvensis,Autographa jota,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stachys arvensis,Hydraecia micacea,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stachys arvensis,Hydraecia micacea,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stachys byzantina,Chrysolina fastuosa,"Crowson, R.A.(1983) Entomologist's mon. Mag. 119 244-244",1
Stachys byzantina,Coleophora lineolea,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys palustris,Anania stachydalis,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys palustris,Cassida viridis,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Stachys palustris,Chrysolina fastuosa,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Stachys palustris,Datonychus angulosus,"Allen, A.A. (1984) Comments on 1954 edition of Coleopterist's Handbook  ",1
Stachys palustris,Endothenia ericetana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys palustris,Endothenia pullana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys palustris,Endothenia quadrimaculana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Aceria solida,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Stachys sylvatica,Amauromyza labiatarum,"Robbins, J. (1984-04-02) Leaf miners  ",1
Stachys sylvatica,Amblyptilia acanthadactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Amblyptilia punctidactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Ametrodiplosis crassinerva,"Buhr, H. (1965) Bestimmungstabellen der gallen (zoo-und phytoCecidien) an pflanzen Mittel-und NordEuropas 2 762-1572",2
Stachys sylvatica,Anania stachydalis,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Autographa jota,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stachys sylvatica,Cassida viridis,"Read, R.W.J.(1984) Entomologist's Rec. J. Var. 96 30-31",1
Stachys sylvatica,Coleophora lineolea,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Cryptomyzus (Cryptomyzus) ribis,Anon.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :176 1-5,1
Stachys sylvatica,Dicyphus (Dicyphus) constrictus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys sylvatica,Dicyphus (Dicyphus) constrictus,"Woodroffe, G.E.(1958) Entomologist's mon. Mag. 94 24-24",1
Stachys sylvatica,Dicyphus (Dicyphus) errans,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys sylvatica,Dicyphus (Dicyphus) stachydis,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys sylvatica,Endothenia nigricostana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stachys sylvatica,Eupteryx stachydearum,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Stachys sylvatica,Eysarcoris fabricii,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys sylvatica,Macrotylus (Alloeonycha) solitarius,"Woodroffe, G.E.(1960) Entomologist's mon. Mag. 96 152-152",1
Stachys sylvatica,Macrotylus (Alloeonycha) solitarius,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Stachys sylvatica,Perizoma alchemillata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stachys sylvatica,Phlogophora meticulosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stachys sylvatica,Pseudopanthera macularia,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stachys sylvatica,Wachtliella stachydis,() Diptera: Cecidomyiidae Slide Collection  ,1
Stachys sylvatica,Wachtliella stachydis,"Niblett, M.(1942) Entomologist 75 42-45",1
Stellaria alsine,Caryocolum fraternella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria alsine,Caryocolum kroesmanniella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria alsine,Pegomya holosteae,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Stellaria alsine,Platythrips tunicatus,"Morison, G.D.(1948) Lond. Nat. (Suppl.) 27 37-75",1
Stellaria graminea,Caryocolum fraternella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria graminea,Cassida flaveola,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Stellaria graminea,Cecidophyopsis atrichus,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Stellaria graminea,Coleophora striatipennella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria graminea,Euphyia biangulata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria graminea,Euphyia biangulata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria graminea,Galeruca tanaceti,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Stellaria graminea,Tmetothrips subapterus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Stellaria holostea,Amauromyza flavifrons,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Stellaria holostea,Caryocolum blandella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Caryocolum huebneri,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Caryocolum kroesmanniella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Caryocolum tricolorella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Cassida flaveola,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Stellaria holostea,Cecidophyopsis atrichus,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Stellaria holostea,Coleophora lithargyrinella,"Bland, K.P.(1983) Entomologist's Rec. J. Var. 95 183-184",1
Stellaria holostea,Coleophora lithargyrinella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Coleophora solitariella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria holostea,Dasineura holosteae,"Buhr, H. (1965) Bestimmungstabellen der gallen (zoo-und phytoCecidien) an pflanzen Mittel-und NordEuropas 2 762-1572",1
Stellaria holostea,Euphyia biangulata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria holostea,Euphyia biangulata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria holostea,Eupithecia pygmaeata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria holostea,Macrolabis holosteae,"Bagnall, R.S. & Heslop Harrison, J.W.(1922) Entomologist's Rec. J. Var. 34 149-154",1
Stellaria holostea,Pegomya holosteae,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Stellaria media,Agrochola lychnidis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Agrochola lychnidis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Agrotis exclamationis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Agrotis exclamationis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Agrotis vestigialis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Apamea epomidion,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Aporophyla lutulenta,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Aporophyla lutulenta,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Aporophyla nigra,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Aporophyla nigra,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Arctia caja,"Shaw, M.R.(1985) Entomologist's Rec. J. Var. 97 31-32",1
Stellaria media,Arctia villica,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Axylia putris,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Camptogramma bilineata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Camptogramma bilineata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Caradrina clavipalpis,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Caradrina clavipalpis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Caradrina morpheus,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Caradrina morpheus,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Cerastis leucographa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Cerastis rubricosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Cerastis rubricosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Coleophora striatipennella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Stellaria media,Conistra ligula,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Diacrisia sannio,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Diacrisia sannio,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Diaphora mendica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Diaphora mendica,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Eugnorisma glareosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Eugnorisma glareosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Euphyia biangulata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Euphyia biangulata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Euphyia unangulata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Euphyia unangulata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Hada plebeja,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Stellaria media,Hada plebeja,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Hoplodrina ambigua,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Hoplodrina ambigua,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Hoplodrina blanda,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Hoplodrina blanda,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Hoplodrina blanda,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Hoplodrina octogenaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Hoplodrina octogenaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Hoplodrina octogenaria,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Hydrellia griseola,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Stellaria media,Idaea aversata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Idaea subsericeata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Lacanobia w-latinum,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Lithophane socia,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Macrolabis stellariae,() Diptera: Cecidomyiidae Slide Collection  ,1
Stellaria media,Mesotype didymata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Mormo maura,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Stellaria media,Mormo maura,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Mythimna ferrago,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Stellaria media,Mythimna ferrago,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Noctua comes,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Noctua comes,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Noctua janthina,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Noctua janthina,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Noctua orbona,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Noctua pronuba,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Pegomya flavifrons,"Robbins, J. (1984-04-02) Leaf miners  ",1
Stellaria media,Phlogophora meticulosa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Polymixis flavicincta,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Scaptomyza graminum,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Stellaria media,Scaptomyza griseola,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Stellaria media,Sideridis turbida,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Stellaria media,Spilosoma lutea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Standfussiana lucernea,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Timandra comae,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Timandra comae,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xanthorhoe decoloraria decoloraria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xanthorhoe decoloraria decoloraria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xanthorhoe ferrugata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xanthorhoe quadrifasiata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xestia baja,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xestia baja,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xestia c-nigrum,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xestia ditrapezium,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xestia ditrapezium,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xestia triangulum,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xestia triangulum,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Stellaria media,Xestia xanthographa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Stellaria media,Xestia xanthographa,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Suaeda maritima,Coleophora adspersella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Suaeda maritima,Coleophora aestuariella,"Bradley, J.D.(1984) Entomologist's Gaz. 35:3 137-140",1
Suaeda maritima,Coleophora atriplicis,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Suaeda maritima,Coleophora deviella,"Fairclough, R.(1984) Entomologist's Rec. J. Var. 96 164-164",1
